Bar,Date,Time,Open,High,Low,Close
273,11/29/12,00:00,687.78,693.90,682.00,691.89
274,11/30/12,00:00,691.31,699.22,685.69,698.37
275,12/03/12,00:00,702.24,705.89,694.111,695.25
276,12/04/12,00:00,695.00,695.51,685.70,691.03
277,12/05/12,00:00,692.15,694.50,682.3301,687.82
278,12/06/12,00:00,687.59,695.61,684.51,691.13
279,12/07/12,00:00,695.00,696.88,682.419,684.21
280,12/10/12,00:00,685.39,691.65,683.79,685.42
281,12/11/12,00:00,690.00,701.92,687.72,696.88
282,12/12/12,00:00,699.23,703.51,693.48,697.56
283,12/13/12,00:00,715.92,716.475,699.55,702.70
284,12/14/12,00:00,699.17,707.82,698.43,701.9632
285,12/17/12,00:00,705.50,721.56,704.02,720.78
286,12/18/12,00:00,716.60,729.10,715.05,721.07
287,12/19/12,00:00,720.71,723.00,716.68,720.11
288,12/20/12,00:00,723.26,724.65,716.9715,722.36
289,12/21/12,00:00,713.97,718.819,710.52,715.63
290,12/24/12,00:00,714.51,715.18,707.47,709.50
291,12/26/12,00:00,708.07,712.88,702.41,708.87
292,12/27/12,00:00,707.14,708.84,698.61,706.29
293,12/28/12,00:00,701.69,706.91,700.01,700.01
294,12/31/12,00:00,700.00,710.57,696.00,707.38
295,01/02/13,00:00,719.42,727.00,716.55,723.25
296,01/03/13,00:00,724.93,731.93,720.72,723.67
297,01/04/13,00:00,729.34,741.47,727.6801,737.97
298,01/07/13,00:00,735.45,739.38,730.58,734.75
299,01/08/13,00:00,735.54,736.2999,724.43,733.30
300,01/09/13,00:00,732.27,738.35,728.60,738.118
